# tracer: function
#
# entries-in-buffer/entries-written: 1218/1218   #P:4
#
#                                _-----=> irqs-off
#                               / _----=> need-resched
#                              | / _---=> hardirq/softirq
#                              || / _--=> preempt-depth
#                              ||| /     delay
#           TASK-PID     CPU#  ||||   TIMESTAMP  FUNCTION
#              | |         |   ||||      |         |
          <idle>-0       [000] d.h. 38959.074222: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38959.074462: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.074494: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:1-16074   [002] .... 38959.074895: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38959.107505: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38959.107745: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.107777: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:1-16074   [000] .... 38959.108175: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38959.140803: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38959.141044: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.141061: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [000] .... 38959.141407: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38959.174086: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38959.174325: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.174343: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:1-16074   [000] .... 38959.174695: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38959.207358: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38959.207600: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.207631: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [000] .... 38959.208056: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38959.240653: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38959.240894: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.240911: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:1-16074   [000] .... 38959.241260: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38959.273925: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38959.274163: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.274194: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [000] .... 38959.274542: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38959.307222: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38959.307462: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.307478: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:1-16074   [000] .... 38959.307856: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38959.340503: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38959.340746: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.340762: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [000] .... 38959.341114: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38959.373775: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38959.374014: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.374046: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:1-16074   [000] .... 38959.374395: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38959.407057: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38959.407301: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.407336: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [000] .... 38959.407771: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38959.440354: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38959.440592: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.440610: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [000] .... 38959.441000: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38959.473622: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38959.473861: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.473893: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:1-16074   [000] .... 38959.474247: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38959.506908: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38959.507148: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.507184: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [000] .... 38959.507674: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38959.540207: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38959.540448: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.540464: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:1-16074   [000] .... 38959.540856: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38959.573487: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38959.573725: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.573743: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [000] .... 38959.574135: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38959.606758: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38959.607001: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.607038: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38959.607522: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38959.640057: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38959.640294: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.640311: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38959.640706: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38959.673328: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38959.673568: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.673601: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38959.673988: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38959.706626: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38959.706868: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.706890: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38959.707363: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38959.739893: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38959.740133: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.740165: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38959.740556: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38959.773177: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38959.773417: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.773450: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38959.773841: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38959.806459: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38959.806701: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.806738: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38959.807212: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38959.839746: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38959.839986: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.840018: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [000] .... 38959.840412: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38959.873026: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38959.873266: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.873297: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38959.873691: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38959.906299: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38959.906539: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.906598: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38959.907010: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38959.939596: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38959.939837: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.939868: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38959.940251: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38959.972892: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38959.973131: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38959.973149: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38959.973545: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38960.006176: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38960.006417: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.006438: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [003] .... 38960.006936: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38960.039413: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38960.039653: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.039684: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [000] .... 38960.040080: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38960.072764: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38960.073003: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.073021: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [000] .... 38960.073415: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38960.106013: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38960.106253: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.106311: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38960.106776: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38960.139309: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38960.139550: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.139591: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38960.139972: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38960.172580: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38960.172822: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.172878: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38960.173261: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38960.205863: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38960.206104: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.206161: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38960.206631: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38960.239148: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38960.239389: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.239444: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38960.239831: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38960.272431: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38960.272670: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.272703: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38960.273113: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38960.305722: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38960.305964: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.305996: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38960.306404: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38960.338997: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38960.339240: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.339271: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38960.339665: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38960.372297: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38960.372538: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.372555: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38960.372946: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38960.405579: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38960.405822: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.405840: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38960.406228: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38960.438863: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38960.439102: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.439118: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38960.439513: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38960.472144: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38960.472388: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.472406: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38960.472797: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38960.505416: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38960.505657: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.505689: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38960.506076: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38960.538719: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38960.538961: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.538977: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38960.539382: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38960.571998: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38960.572238: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.572255: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [000] .... 38960.572665: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38960.605269: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38960.605512: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.605546: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [000] .... 38960.605912: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38960.638567: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38960.638808: vb2_buffer_done <-rkisp_params_cfg_v2x
 xc:isp_3a_stats-26260   [000] ..s1 38960.638876: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [001] .... 38960.639286: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38960.671832: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38960.672071: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.672107: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [001] .... 38960.672511: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38960.705118: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38960.705359: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.705393: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [001] .... 38960.705795: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38960.738402: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38960.738643: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.738695: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [001] .... 38960.739096: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38960.771684: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38960.771924: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.771959: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [000] .... 38960.772376: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38960.804981: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38960.805222: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.805240: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [000] .... 38960.805604: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38960.838212: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38960.838455: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.838499: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [000] .... 38960.838854: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38960.871534: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38960.871773: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.871808: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [003] .... 38960.872232: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38960.904821: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38960.905062: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.905093: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [001] .... 38960.905500: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38960.938105: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38960.938345: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.938377: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [002] .... 38960.938789: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38960.971399: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38960.971641: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38960.971657: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [000] .... 38960.972063: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38961.004683: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38961.004926: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38961.004944: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [000] .... 38961.005351: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38961.037956: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38961.038195: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38961.038226: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [003] .... 38961.038659: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38961.071248: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38961.071489: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38961.071508: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [003] .... 38961.071908: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38961.104523: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38961.104761: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38961.104795: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [003] .... 38961.105198: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38961.137801: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38961.138043: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38961.138073: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [003] .... 38961.138478: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38961.171085: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38961.171323: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38961.171355: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [003] .... 38961.171755: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38961.204368: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38961.204608: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38961.204639: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:2-21565   [000] .... 38961.204992: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38961.237655: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38961.237895: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38961.237926: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [003] .... 38961.238396: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.H. 38961.270953: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNH. 38961.271193: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38961.271211: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [003] .... 38961.271576: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38961.304221: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38961.304463: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38961.304496: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [001] .... 38961.304888: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
          <idle>-0       [000] d.h. 38961.337504: vb2_buffer_done <-rkisp_stats_send_meas_v21
          <idle>-0       [000] dNh. 38961.337745: vb2_buffer_done <-rkisp_params_cfg_v2x
          <idle>-0       [000] .Ns. 38961.337776: vb2_buffer_done <-rkisp_buf_done_task
    kworker/u8:3-26137   [001] .... 38961.338182: rockchip_drm_atomic_helper_commit_tail_rpm <-commit_tail
